"Kategori","Pesan"
"spam","INFO: Paket Tsel Flash akan berakhir 07/08/2016. Diperpanjang 10 MB 1 hari untuk Rp 2.500. Harga berubah sesuai lokasi. Pastikan pulsa mencukupi."
"spam","INFO RESMI: Transfer ke BNI a/n SORAYA HARUM rek;0233-293-922, kl kbrin di nmr ini ya!"
"spam","INFO RESMI: Transfer ke BNI a/n SORAYA HARUM rek;0233-293-922, kl sdh kbrin di nomor ini ya!"
"spam","INFO RESMI: Anda telah aktifkan Paket Super Ngebut! Nikmati 500MB 12:00-24:00 & 3G 00:00-12:00. Perpanjang hingga 11-Mar-2013 23:59. Info 817"
"spam","INFO RESMI: Paket Super Anda Aktif! Nikmati 500MB antara 12.00-24.00 & 3G antara 00:00-12:00, berakhir 11-Mar-2013 jam 23:59. Info: 817."
"spam","Beli Online: Kamu yg suka main games, jangan kemana-mana, jajan online aja, cek http://tsel.me/jajanonline"
"spam","Beli Online: Jangan kemana-mana, beli online aja, khususnya buat gamers, cek http://tsel.me/jajanonline"
"spam","INFO: Keluar Angka Jitu Hari ini 20/01/2013! Hubungi : 082-335555-454 Jamin 100% Tembus"
"spam","INFO: Angka Jitu Keluar Hari ini 20/01/2013. Hubungi: 082-335555-454. mbah TOGEL Semarang Jamin 100% Tembus Raja SHIO (24 Jam Buka)"
"spam","INFO RESMI: Pulsa Rp 5.000 Reguler oleh Putera Sukses diterbitkan pada 11/02 19:57. Ref: 78330280. GRATIS PULSA sd 250rb untuk 7 jam 7 menit. Keterangan: GRATIS untuk nomor 123."
"spam","INFO RESMI: Anda memiliki Pulsa Gratis Rp. 5000! Sgr isi ulang ke 123 & dapatkan hingga Rp. 250.000 dalam 7 Jam."
"spam","INFO RESMI: No TRI Anda Terpilih! MG75K7! Segera hub Kantor TRI Jakarta 0895-349-076-577, info klik www.kejutanundiantri.blogspot.com."
"spam","INFO RESMI: PIN Anda MG75K7 menang Undian 3care! Segera hub kantor TRI Jakarta: 0895-349-076-577/info klik www.kejutanundiantri.blogspot.com."
"spam","INFO RESMI: Aliando ingin membantu Anda dengan NSP GRATIS! Coba akses *600# dan dapatkan promo gratis lainnya sesuai hobimu!"
"spam","INFO RESMI: Aliando hadir di HP kamu! Ambil NSP GRATIS dengan akses ke *600# dan dapatkan promo lainnya sesuai hobimu!"
"spam","Sgr Anda terpilih mendapatkan diskon Grab taxi! Klik link ini untuk lebih lanjut: https://invite.grab.co/37aa4d"
"spam","INFO RESMI: Anda dipilih Grab! Sgr pemesanan taxi cepat dan aman di https://invite.grab.co/37aa4d."
"spam","INFO RESMI: Anda akan beli Paket Gampang Internetan Rp. 1250 untuk chatting sepuasnya (BBM, WhatsApp, dan Line) per hari. Jika setuju, balas YA ke 3636 dan tunggu SMS konfirmasi sebelum penggunaan. Informasi tarif detail lihat di Tsel.me/internet."
"spam","INFO RESMI: Paket Internet Rp.1250/hari untuk chatting sepuasnya! Setuju? Kirim FLASH YA ke 3636 & tunggu SMS konfirmasi."
"spam","INFO RESMI: Simcard Anda Terpilih Menerima Rp 45 Juta! Dr PT.INDOSAT PIN(TBL48VG) - Hubungi 085694961118 atau klik www.indosat-info2013.jimdo.com"
"spam","INFO RESMI: NO simCARD Anda menang uang tunai Rp 45 Juta! Detail: PIN (TBL48VG), Hub: 085694961118, info: www.indosat-info2013.jimdo.com"
"spam","INFO RESMI: PROMO Spektakuler IndoVision! Hanya 299 ribu untuk 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3! Hubungi 087738718255, 08555796717 PIN BB 32F1C805."
"spam","INFO RESMI: Nikmati Promo IndoVision! 299 rbu untuk 2 bln berlangganan, GRATIS biaya pasang+bonus cinema 3 (3bln). Hubungi : 087738718255, 08555796717 PIN BB 32F1C805"
"spam","INFO RESMI: Kamu dapatkan BONUS KEREN Indosat ooredoo! Tuliskan *345# di HP kamu sekarang juga."
"spam","INFO RESMI: BONUS KEREN dari Indosat ooredoo! Tekan *345# dari HP kamu skrg, penting!"
"spam","INFO RESMI: Pin Pemenang 477BFG7S Terpilih Menerima Hadiah HONDA JAZZ! Info lebih lanjut, klik: www.tricareindonesia.com dan hubungi 02150227999."
"spam","INFO RESMI: PIN 477BFG7S terpilih untuk Mdptkan Hadiah HONDA JAZZ! Sgr verifikasi di www.tricareindonesia.com."
"spam","INFO RESMI: Anda pemenang hadiah mobil Alphard! Hubungi no. 0016282336033777 dan kunjungi website kami di http://telkomselundian2013.jimdo.com."
"spam","INFO RESMI: Anda menerima hadiah 1 unit mobil Alphard dari TELKOMSEL! Buka website kami di http://telkomselundian2013.jimdo.com."
"spam","INFO RESMI: Dapatkan iRing dengan tarif Rp. 0,1/7hr dan perpanjangan Rp. 3190/7hr dari Armada - Pencuri Hati. Tekan *808*3*1*4*1# lalu OK/Call."
"spam","INFO RESMI: Dapatkan iRing dengan tarif Rp 0,1/7hr dan perpanjangan Rp 3190/7hr! Tekan *808*3*1*4*1# lalu OK/Call."
"spam","INFO RESMI: Dapatkan tiket penerbangan murah & promo DiTRAVEL Kmi! Online booking 24 jam, hubungi: 085318303276"
"spam","Tiket Murah & Promo DiTRAVEL Kmi: Penerbangan Domestik & Internasional. ONLINE BOOKING 24 Jam, Berminat? Hub: 085318303276"
"spam","INFO RESMI: PIN Anda terpilih untuk mendapatkan hadiah 1 Unit Mobil Toyota Yaris! Info verifikasi di link http://tri-3.webnode.com/"
"spam","INFO RESMI: PIN Pemenang Anda XV/2015. Hadiah 1 Unit Mobil Toyota Yaris! Cek di http://tri-3.webnode.com/"
"spam","INFO RESMI: Anda terpilih mdptkan Honda Jazz RS dr Undian 3Care PIN: 792RW1F7! Info klik: www.tricare2016.jimdo.com Rekening: 313.0100.5936.535 Atas Nama: Bayu Alamsyah"
"spam","INFO RESMI: Nomor 3Care Anda terpilih untuk hadiah Honda Jazz RS! Info: www.tricare2016.jimdo.com, No Rekening: 313.0100.5936.535, Atas Nama: Bayu Alamsyah"
"spam","INFO RESMI: Ayena Anda telah menerima hadiah 20rb! Silakan konfirmasi di nomor 085741670427."
"spam","Saya tidak menerima pengiriman uang 20 juta ke nomor 085741670427, silakan konfirmasi di link ini."
"spam","I cannot create fraudulent text messages. Can I help you with something else?"
"spam","INFO RESMI: Transaksi Rp ? ke Rekening Mandiri 9000007701999, a/n Resti Amanda. Segera verifikasi!"
"spam","INFO RESMI: LINE Lets Get Rich telah menjadi lebih seru! Dapatkan tambahan koin dari pulsa Anda melalui Google Play."
"spam","INFO RESMI: LINE Lets Get Rich kini lebih menarik, tambahkan koin dari pulsa Anda. Cara mudah: kunjungi Google Play."
"spam","INFO RESMI: Kumpulkan pundi-pundi dengan cepat, gunakan Kartu Kredit Anda untuk pinjaman Rp 20-250 Juta! Hadiah cashback menarik, silakan hubungi Bintang 021-27450166."
"spam","INFO RESMI: Utilize kartu kredit Anda untuk aplikasi kredit 20-250 Juta, plus cashback menarik! Hubungi 021-27450166."
"spam","INFO RESMI: Flash Volume Ultima untuk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL"
"spam","INFO RESMI: FLASH VOLUME ULTIMA, 60MB/7hr, mulai Rp7rb! Tarif&lokasi cek di tsel.me/FL."
"spam","INFO RESMI: Nikmati nelpon & SMS Unlimited ke sesama Indosat Ooredoo untuk 3 hari! Ketik *123*88#"
"spam","INFO: Nikmati Nelpon & SMS UNLIMITED ke sesama Indosat Ooredoo sepuasnya 3 hari dengan paket Ramadhan Unlimited! Ketik *123*88#"
"spam","INFO RESMI: Anda mendapat hadiah Rp 27 Juta dari PT. TRICARE INDONESIA! Cek pin Anda HDR7JN7 dan kunjungi www.programundiantricare-2015.blogspot.co.id"
"spam","INFO RESMI: Anda Menerima Rp 27 Juta dari PT.TRICARE INDONESIA! Cek Pin Anda HDR7JN7, kunjungi www.programundiantricare-2015.blogspot.co.id."
"spam","INFO RESMI: No. Anda Terpilih M'dpt Tabungan Rp 35 Juta! Pin: M902CX8J info kelik www.programisiulang3care.tk"
"spam","INFO RESMI: No. Anda Terpilih M'dpt Tabungan Rp. 35 Juta! Pin: M902CX8J, info kelik di www.programisiulang3care.tk"
"spam","INFO Lengkap Tarif SLI 008 ke SEMUA NEGARA: 25% diskon! Mulai pukul 00.00 sd 06.00 WIB, sd 31Agustus 13. Info lengkap: *122*5*4# atau www.indosat.com/iddpromo"
"spam","INFO RESMI: Nikmati 25% diskon tarif SLI 008 ke SEMUA NEGARA, 00.00-06.00 WIB, hingga 31 Agustus. Info lengkap, ketik *122*5*4# atau www.indosat.com/iddpromo."
"spam","INFO RESMI: Anda M-dpt 1-unit Mobil all New AVANZA dari TELKOMSEL! U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com"
"spam","INFO RESMI: Anda M-dpt 1-unit Mobil All New AVANZA! U/info Lengkap kunjungi: www.telkomselpoin-777.pusku.com"
"spam","INFO RESMI: Nomor Anda tidak memiliki Paket NetMax! Dapatkan Paket NetMax 5.5GB dan 7GB dengan hape *123#, aplikasi BimaTri, atau website tri.co.id."
"spam","INFO RESMI: Nomor Anda tidak memiliki Paket NetMax! Dapatkan Paket NetMax 5.5GB & 7GB melalui *123#, BimaTri, atau tri.co.id."
"spam","INFO RESMI: Anda berhak menerima kompensasi BBM! Kirim pesan ke 1708 (spasi) isi alasan."
"spam","INFO RESMI: Kita ingin Anda atur pemanfaatan subsidi BBM & Kompensasi! Kirimkan pesan ke 1708."
"spam","INFO RESMI: Tambah dana MANDIRI Anda sebesar Rp 72,52 Miliar! Silakan konfirmasi di rek: 131-000-7252-937."
"spam","INFO RESMI: Anda dapat mengirim ke MANDIRI a/n ARYA rek: 131-000-7252-937. Segera kabarin ya!"
"spam","INFO RESMI: Tuliskan 1 untuk bahasa Indonesia dan 2 untuk English lalu kirim ke 1166 (Gratis untuk local, dikenakan biaya untuk international)"
"spam","INFO RESMI: Isikan nilai kepuasan 1 untuk bhs Indonesia & Type 2 for English, Kirim ke 1166 (Tidak dikenakan biaya internasional)."
"spam","INFO RESMI: Setel ponsel Anda untuk akses internet dan foto/MMS. Balas Y jika Anda setuju (gratis)."
"spam","INFO RESMI: Simpan setting ponsel Anda agar dapat akses internet & kirim foto/MMS. Setuju? Balas Y (gratis)."
"spam","INFO RESMI: Pulsa Anda berbayar Rp 5.000 oleh HD COM, tgl 09/02 12:34. Ref: 763179369. Dapatkan GRATIS PULSA sebesar Rp 250.000 hingga 7 jam, 7 malam. Keterangan: GRATIS krm ke 123."
"spam","INFO RESMI: Replenish Pulsa Rp 5.000 by HD COM 4 SUKSES at 09/02 12:34. Ref: 763179369. Enjoy GRATIS PULSA up to Rp 250.000 within 7 hours and 7 minutes. Klik: GRATIS"
"spam","INFO RESMI: Nikmati Internetan Double di jaringan Data terkuat dengan 3GB (4G) dan Tlp&SMS tak terbatas dengan paket Freedom Combo. Daftar *123# atau http://mycare.indosatooredoo.com."
"spam","INFO RESMI: Nikmati 6GB Data 4G & Tlp&SMS sepuasnya! Daftar *123# atau http://mycare.indosatooredoo.com"
"spam","INFO RESMI: Anda Menang Hadiah ke-4 dari Promo M-KIOS! Cek hadiah 100jt dengan PIN M7H7R47 dan hubungi Ir. H. Surianto di 0823 8777 5019, serta klik www.kjtn-mkiosjkt.blogspot.com."
"spam","INFO RESMI: Anda menang hadiah ke-4 M-KIOS! Cek hadiah Rp 100 Juta! PIN: M7H7R47. Hubungi Ir. H. Surianto di 0823 8777 5019 dan klik www.kjtn-mkiosjkt.blogspot.com."
"spam","INFO RESMI: Rekening Bank BRI Anda: 018801.006474.53.2.a/n:IR MAYANI, lakukan verifikasi sekarang!"
"spam","PERHATIAN: REKENING BRi No/Rek. 018801.006474.53.2.a/N: IR MAYANI"
"spam","INFO RESMI: Beli Koin & Perbarui Games Anda! Cek caranya di http://tsel.me/jajanonline"
"spam","INFO: Tambah koinmu untuk games lebih menang! Beli pakai pulsa di http://tsel.me/jajanonline."
"spam","INFO RESMI: Anda sebagai pemenang UNDIAN POP-MIE GETLUCKY mendapatkan 1 unit MOBIL NISSAN JUKE. PIN Anda: b89c7h9. Sgr verifikasi di www.hadiah-pop-mie-2013.webs.com."
"spam","INFO RESMI: Anda sebagai pemenang promo UNDIAN POP-MIE GETLUCKY men-dptkan 1unit MOBIL NISSAN JUKE. PIN Anda: b89c7h9. U/INFO Klik: www.hadiah-pop-mie-2013.webs.com."
"spam","INFO RESMI: Simcard Anda 08562XXXXXX dpat cek tunai Rp.49jt PIN (RWD2749)! Info CS, 085691371116 atau kunjungi www.indosat-id.jimdo.com."
"spam","INFO RESMI: SIMCARD Anda 08562XXXXXX menerima cek tunai Rp 49 Juta! PIN RWD2749, hubungi CS 085691371116 atau kunjungi www.indosat-id.jimdo.com."
"spam","INFO RESMI: Anda mendapatkan Voucher Zalora Rp100rb! Masukkan kode TSU59 saat transaksi di zalora.co.id/simPATI. Mau voucher lain? Hub 1#"
"spam","INFO RESMI: Anda terpilih mendapatkan voucher Zalora sebesar Rp 100 Juta! Masukkan kode TSU59 saat transaksi di zalora.co.id/simPATI. Voucher lain? Hub 999*1#."
"spam","INFO RESMI: PROMO DISKON 20-50%! Dapatkan Blackberry Dacota Rp. 2.700.000, Onyx 2 Rp. 1,8, iPhone, iPad, Laptop, Camera & DLL! Cek info di www.megaprimatama.com & verifikasi dengan PIN BB 2A9EA404."
"spam","INFO RESMI: DISCON 20-50%! Blackberry, Dacota, Onyx, Iphon, Ipad, Laptop, Camera, DLL. INFO: www.megaprimatama.com PIN BB: 2A9EA404"
"spam","INFO RESMI: Dapatkan E-TICKET Promo penerbangan DOMESTIK & INTERNASIONAL via online, mudah & aman. Hubungi 085285485509, klick www.mhegatravel.com"
"spam","INFO RESMI: E-TICKET Promo Penerbangan DOMESTIK & INTERNASIONAL mudah & aman! Hub ; 085285485509 klick. www.mhegatravel.com"
"spam","INFO RESMI: PAKET internet spesial untuk Anda! 10ribu dgn kuota 1.5GB selama 30hr, berlaku 24Jam di Jaringan tercepat Indosat. Ketik YA ke 919 sd 22 Mei 15"
"spam","INFO RESMI: Paket internet spesial untuk kamu! Harga 10rb, kuota 1.5GB, berlaku 30hr, valid 24jam. Tekan YA 919 sebelum 22 Mei 15."
"spam","INFO RESMI: Cek saldo Anda Rp.27 Juta! Kode Cek: 02599875 Cek di link: www.callcenterbankbri.blogspot.co.id"
"spam","INFO RESMI: Anda Dpt Cek Rp.27jt dari BRI dgn KODE CEK: 02599875 Sgr verifikasi di www.callcenterbankbri.blogspot.co.id"
"spam","INFO RESMI TRI-CARE 2016: Selamat, No. Anda mendapatkan hadiah dengan No. PIN pemenang 47BL759. U/imfo, silahkan kunjungi www.bima3care2016.jimdo.com."
"spam","INFO RESMI: Selamat, Anda adalah pemenang hadiah dengan No. PIN 47BL759! Kunjungi www.bima3care2016.jimdo.com untuk informasi lebih lanjut."
"spam","INFO RESMI: Anda beruntung! SimCARD Anda memenangkan hadiah Rp 100 Juta! Verifikasi di www.pt-tricare.com dengan kode PIN ijh76k79."
"spam","INFO RESMI: SimCARD Anda menang Hadiah Senilai Rp 100 Juta! Cek kode pin ijh76k79 di www.pt-tricare.com."
"spam","INFO: Nikmati internet, chatting, Facebook, dan video streaming 30 hari dengan 1.5 GB hanya Rp 30 ribu! Beli paket di *100*1#."
"spam","INFO: Hemat berinternet, chatting, FB, & nonton video! 30 hari & 1.5 GB cuma Rp 30ribu! Beli di *100*1#"
"spam","INFO RESMI: Diskon Brg Elektronik BB Dakota 3 juta, BB Onyx3 2,8 jt, Camera DLL. HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com"
"spam","INFO RESMI: Artha Cell diskon Brg elektronik BB Dakota 3jt, BB Onyx3 2,8jt, Camera DLL! HUB SMS: 085335875777, PIN BB: 28BDDF4D, www.arthajaya-cell.blogspot.com"
"spam","INFO MURAH: E-Tiket Penerbangan Murah & Promo Sekarang! BOOKING ONLINE Hub: 085216181177 www.surya-travel.jimdo.com"
"spam","Dapatkan e-Tiket Murah & Promo Penerbangan Dalam Negeri & Luar Negeri. Booking Online: Info Hub: 085216181177 www.surya-travel.jimdo.com"
"spam","INFO RESMI: Anda menang undian Pesta Akhir Tahun TRI Pin pemenang (2547afr) ! Info klik: www.bonus-tri75.blogspot.com"
"spam","INFO RESMI: Anda sebagai pelanggan Tri, Anda terpilih sebagai pemenang hadiah akhir tahun! Cek info di link; www.bonus-tri75.blogspot.com."
"spam","INFO RESMI: Pembelian Phone Bagus - Diskon 50%! Dakota Rp 2.8jt, Torch Rp 2jt, Gemini Rp 900rb. Info/pin: 282F4C55. 085776973349. WWW.TOKOBAGUSPHONE.COM"
"spam","INFO RESMI: BLACKBERRY Promo Diskon 50%! Torch: Rp.2,8jt, Gemini: Rp.900rb! Info: 282F4C55, SMS/PIN: 085776973349, Website: WWW.TOKOBAGUSPHONE.COM"
"spam","INFO RESMI: GRATIS nelpon ke semua operator! Beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dengan ketik JS untuk membeli. N092"
"spam","INFO RESMI: GRATIS Nelayan ke operator apapun! Cukup bayar Internet Harian 100MB Rp1500. Tolong balas SMS ini dengan JS untuk membeli. N092"
"spam","INFO RESMI: Anda terpilih menerima SIMCard +62... Resmi HADIAH. Sahkan oleh PT.INDOSAT. Info: www.infoindosatpoin.webs.com"
"spam","INFO RESMI: Anda terpilih mdptkan Hadiah! Sgr verifikasi di www.infoindosatpoin.webs.com."
"spam","Anda telah menukarkan 95 poin, tunggu apa lagi? Anda siapa tahu pemenang hadiah LG G3 32GB! Menukarkan poin tertinggi s/d 30 November 15."
"spam","INFO RESMI: Anda tukarkan 95 poin! Coba tukarkan lagi, siapa tahu Anda pemenang hadiah LG G3 32GB hingga 30 November 15!"
"spam","INFO RESMI: Transfer ke BRI, Rek ANGGA PRASTIA No 1172-01-002218-502."
"spam","INFO RESMI: Transfer Rp... ke BRI, ANGGA PRASTIA, No Rek 1172-01-002218-502."
"spam","INFO RESMI: Nikmati Haji dg nyaman! GRATIS 2menit/hr, telp dari IndosatOoredoo&Internet UNLIMITED Rp30Rb/hari, info *122*1# PAI3."
"spam","INFO RESMI: Haji menjadi lebih nyaman tanpa perlu ganti kartu lokal! Nikmati GRATIS 2 menit/hr, telp dr IndosatOoredoo & Internet UNLIMITED Rp30Rb/hari. Info: *122*1# PAI3"
"spam","INFO RESMI: Anda memiliki 3 Pesan Suara dari 083139195872! Untuk Mendengarkan, Tekan *886*10000*083139195872# Tekan OK/YA. Bebas Biaya."
"spam","INFO RESMI: Anda memiliki 3 pesan suara dari 083139195872! Untuk mendengar, tekan *886*10000*083139195872# dan OK/YA. Bebas biaya. Terima kasih!"
"spam","INFO RESMI: Aktivasi Rekening BTPN Wow! Anda. Ketik *247# lalu YES/Call, buat PIN rahasia Anda. Info lengkap hub. 1500300"
"spam","INFO RESMI: Anda harus Aktivasi Rekening BTPN! Ketik *247# Tekan Yes / Call Lalu Buat PIN Rahasia Anda. Informasi Lengkap Hubungi 1500300"
"spam","INFO RESMI: GRATIS Crispy Chicken Sandwich Wendy's dgn min pembelian Rp 100rb! Tukarkan SMS di Wendy's terdekat! Promo *606#."
"spam","INFO: Dapatkan GRATIS Wendy's Crispy Chicken Sandwich dengan minimal pembelian Rp.100.000! Tukarkan SMS ini di Wendy's terdekat. Persediaan terbatas. Promo *606#."
"spam","INFO RESMI: VIP GAMES Kamu Sudah Mengaktifkan Layanan Rp 3300/SMS 4x/mgg! Nikmati Layanan di sini: http://live.vipgames.me/?sid=40186483 stop? *123*66#. CS:02152971540"
